As Of Date,Currency,Universe Name,Classification,,,,,,
BLDR 5 03/01/30,BUILDERS FIRSTSO,-8.388582604,99.25268088,5.188901036,5.188901036,2.681562723,121.0101664,Corporate,0.185517338
BLDR 6 ¾ 05/15/35,BUILDERS FIRSTSO,-10.83431198,105.2295961,6.027276766,5.89158869,5.582444968,157.6008615,Corporate,0.620769831
BLDR 6 ⅜ 03/01/34,BUILDERS FIRSTSO,-15.10326878,103.6542421,5.822277938,5.69196556,4.919514452,141.680509,Corporate,0.521895511
BLDR 6 ⅜ 06/15/32,BUILDERS FIRSTSO,-9.946139755,103.6450853,5.715642172,5.492392,3.147330087,118.5119419,Corporate,0.356030906
BLKCQP 5 ½ 06/15/31,CQP HOLDCO LP/BI,-20.35416379,98.42890551,5.822749722,5.822749722,3.603688833,182.1888307,Corporate,0.278312747
BLKCQP 7 ½ 12/15/33,CQP HOLDCO LP/BI,-7.271204648,107.8441751,6.267128187,5.87810412,4.118583458,158.9623009,Corporate,0.470750278
BLURAC 7 07/15/29,BLUE RACER MID/F,-6.735523064,103.7118208,5.904187242,5.56832043,1.80047772,158.3451667,Corporate,0.134557199
BLURAC 7 ¼ 07/15/32,BLUE RACER MID/F,-7.088881905,105.5182433,6.245061958,5.63152457,2.937552777,141.117599,Corporate,0.352088402
BMCAUS 3 ⅜ 01/15/31,STANDRD INDS NY,-15.48006912,90.78208131,5.380633924,5.380633924,4.552735352,168.0447592,Corporate,0.262930516
BMCAUS 4 ¾ 01/15/28,STANDRD INDS NY,-14.6917403,99.16676286,5.128394994,5.128394994,1.329685061,122.3832953,Corporate,0.059440537
BMCAUS 4 ⅜ 07/15/30,STANDRD INDS NY,-23.51529288,96.25335183,5.259296011,5.259296011,3.64524171,149.4833773,Corporate,0.215059617
BMCAUS 6 ¼ 08/01/33,STANDARD BUILDIN,-15.65891905,102.3587737,5.870468123,5.68825868,4.53312642,148.3292508,Corporate,0.463061456
BMCAUS 6 ½ 08/15/32,STANDARD BUILDIN,-15.04162633,103.4196941,5.890884077,5.5187864,3.438030962,135.2299756,Corporate,0.371930366
BPL 3.95 12/01/26,BUCKEYE PARTNERS,-8.276584347,99.01739468,4.780478475,4.780478475,1.107764411,104.6317766,Corporate,0.019543181
BPL 4 ½ 03/01/28,BUCKEYE PARTNERS,-7.569866666,98.76096632,5.038175956,5.038175956,2.218354655,146.1766541,Corporate,0.066002036
BPL 4 ⅛ 12/01/27,BUCKEYE PARTNERS,-5.690206002,98.51632267,4.833414532,4.833414532,1.996818183,125.4390379,Corporate,0.05448147
BPL 6 ¾ 02/01/30,BUCKEYE PARTNERS,-7.529929303,103.6590707,5.792281481,5.54903907,2.444491415,161.8582533,Corporate,0.170663248
BPL 6 ⅞ 07/01/29,BUCKEYE PARTNERS,-9.097904896,103.8391108,5.735099778,5.37963901,1.661414988,134.6991653,Corporate,0.132546713
BRANDI 10 ⅜ 08/01/30,BRAND INDUSTRIAL,-21.00010723,97.92417859,10.92778893,10.92778893,3.014109108,689.4160871,Corporate,0.175024695
BRIEAS 11 01/31/30,BRIGHTLINE EAST,-17.95792202,55.53520051,29.73183781,29.73183781,2.76340363,2608.483622,Corporate,0.105994353
BRITEL 4 ¼ 11/23/2081,BRITISH TELECOMM,-6.349172489,99.11785588,6.76154982,4.88481809,1.29922145,114.9398075,Corporate,0.026270173
BRITEL 4 ⅞ 11/23/2081,BRITISH TELECOMM,-6.640020674,94.49353977,6.825074137,5.94785391,5.140155877,219.0493251,Corporate,0.32037335
BRKHEC 7 ⅜ 09/15/55,PACIFICORP,-2.349358779,103.9106924,7.059482096,6.41259407,3.949374406,276.5146285,Corporate,0.203687897
BRPCN 4 ⅞ 02/15/30,BROOKFIELD RESID,-7.349342967,92.47131874,6.873636635,6.873636635,3.672145834,322.5784796,Corporate,0.178382295
BRPCN 6 ¼ 09/15/27,BROOKFIELD RESID,-8.873040179,100.0015219,6.248484651,6.248484651,0.814499062,174.8100801,Corporate,0.043429428
BTECN 7 ⅜ 03/15/32,BAYTEX ENERGY,-8.229701356,97.7481671,7.82241268,7.82241268,3.824360694,367.9727483,Corporate,0.30607621
BTECN 8 ½ 04/30/30,BAYTEX ENERGY,-10.83691659,102.2700184,7.90166914,7.52875168,2.230914427,348.2785695,Corporate,0.171390924
BURLN 6 ¼ 04/15/28,BURFORD CAPITAL,-6.345699674,100.213572,6.156618069,5.86859715,0.91100815,162.3579545,Corporate,0.067753638
BURLN 7 ½ 07/15/33,BURFORD CAPITAL,-7.513433436,101.8860758,7.178746335,7.03022906,4.402306755,278.768019,Corporate,0.426364475
BURLN 9 ¼ 07/01/31,BURFORD CAPITAL,-10.25869303,106.4009446,7.851929975,6.62786228,1.375788204,202.6379532,Corporate,0.247216874
BWY 7 ⅞ 04/15/27,MAUSER PACKAGING,-41.32822491,101.4096313,6.9311035,5.74363874,0.673209958,184.7415559,Corporate,0.029223034
BWY 9 ¼ 04/15/27,MAUSER PACKAGING,-19.38438044,100.2839789,9.044024554,8.72445502,0.757638043,454.1006208,Corporate,0.027649917
BYD 4 ¾ 06/15/31,BOYD GAMING CORP,-13.31997871,96.71043863,5.423216661,5.423216661,3.984936396,153.135518,Corporate,0.282993415
BYD 4 ¾ 12/01/27,BOYD GAMING CORP,-12.32241284,99.52068211,4.97676634,4.97676634,0.992580115,93.27785632,Corporate,0.053957642
CACC 6 ⅝ 03/15/30,CREDIT ACCEPTANC,-7.371048055,101.8374548,6.152190832,6.0363379,2.831823224,219.2788104,Corporate,0.1736899
CACC 9 ¼ 12/15/28,CREDIT ACCEPTANC,-9.269809197,105.543086,7.30333389,5.35699608,0.347790495,122.30909,Corporate,0.09552144
CACI 6 ⅜ 06/15/33,CACI INTL INC,-13.96939496,103.3913528,5.823397495,5.55162417,4.244072751,137.2234976,Corporate,0.445447126
CALCOL 7 ⅝ 01/30/32,WAND NEWCO 3,-18.08381154,105.5329938,6.549226763,5.80002294,2.319126538,149.5293354,Corporate,0.309934631
CAR 4 ¾ 04/01/28,AVIS BUDGET CAR,-7.613276843,97.06270455,6.004126919,6.004126919,2.012380139,236.7597822,Corporate,0.067594617
CAR 5 ⅜ 03/01/29,AVIS BUDGET CAR,-9.281964047,97.10388083,6.315608973,6.315608973,2.383400682,254.1021006,Corporate,0.116602541
CAR 8 02/15/31,AVIS BUDGET CAR,-7.562921038,103.0014664,7.319268654,6.92675991,2.580613358,281.360074,Corporate,0.228356027
CAR 8 ¼ 01/15/30,AVIS BUDGET CAR,-10.14929938,103.3301052,7.337175171,6.68675535,1.567888081,253.6735116,Corporate,0.158541451
CAR 8 ⅜ 06/15/32,AVIS BUDGET CAR,-8.729786595,104.2809736,7.549235451,7.28769128,3.783714443,321.3560948,Corporate,0.321773003
CC 4 ⅝ 11/15/29,CHEMOURS CO,-9.163020162,90.27592063,7.367098788,7.367098788,3.548380002,376.8244758,Corporate,0.159053063
CC 5 ¾ 11/15/28,CHEMOURS CO,-11.5991993,96.9686431,6.822379235,6.822379235,2.287891746,309.020983,Corporate,0.096944631
CC 5 ⅜ 05/15/27,CHEMOURS CO,-6.634811453,99.12060474,5.926731086,5.926731086,1.46136126,226.177274,Corporate,0.032556097
CC 8 01/15/33,CHEMOURS CO,-7.444845356,98.89174287,8.200672981,8.200672981,4.278287165,394.6211677,Corporate,0.369970958
CCK 4 ¼ 09/30/26,CROWN AMER/CAP,-2.891985992,99.59316615,4.647037902,4.647037902,0.821363149,81.3977411,Corporate,0.015132536
CCK 5 ¼ 04/01/30,CROWN AMERICAS L,-7.472627869,101.3946301,4.904044679,4.88791179,3.835482116,125.918111,Corporate,0.187126978
CCK 5 ⅞ 06/01/33,CROWN AMERICAS L,-10.61552468,101.2018108,5.67887126,5.57950377,4.552247208,136.7967896,Corporate,0.450683527
CCO 7 ½ 03/15/33,CLEAR CHANNEL OU,-13.25486345,103.4651135,6.896601215,6.66924361,4.304804759,252.2849461,Corporate,0.402592931
CCO 7 ½ 06/01/29,CLEAR CHANNEL OU,-15.06333142,95.12195103,9.065630125,9.065630125,2.565581282,529.122392,Corporate,0.120011137
CCO 7 ¾ 04/15/28,CLEAR CHANNEL OU,-14.63704348,98.30437131,8.485609419,8.485609419,1.501948654,450.4812931,Corporate,0.064457843
CCO 7 ⅛ 02/15/31,CLEAR CHANNEL OU,-14.56150977,102.7835386,6.505544283,6.31070976,3.254222329,234.5558121,Corporate,0.24023124
CCO 7 ⅞ 04/01/30,CLEAR CHANNEL OU,-12.99353418,105.1718924,6.54279542,5.99676678,1.789970333,180.5709252,Corporate,0.171460683
CCOI 6 ½ 07/01/32,COGENT COMMUN,-8.520549542,95.3426692,7.378813277,7.378813277,4.755833213,343.078514,Corporate,0.347302295
CCOI 7 06/15/27,COGENT COMMUN,-6.360459135,100.2667439,6.827973521,6.616808,0.951896687,257.9894307,Corporate,0.034639868
CCS 3 ⅞ 08/15/29,CENTURY COMMUNIT,-6.97254263,94.11035319,5.562964932,5.562964932,3.490274327,198.4297057,Corporate,0.150098532
CCS 6 ¾ 06/01/27,CENTURY COMMUNIT,-7.443108949,100.1265325,4.676761915,4.676761915,0.077116376,102.7990938,Corporate,0.000337298
CCS 6 ⅝ 09/15/33,CENTURY COMMUNIT,-1.953457965,100.8162741,6.492593407,6.43145277,4.814239289,217.7918755,Corporate,0.464512335
CDK 7 ¼ 06/15/29,CENTRAL PAR/CDK,-10.56603708,86.85891592,11.6534672,11.6534672,3.049315908,807.8532018,Corporate,0.118934639
CDK 8 06/15/29,CNT PAR/CDK GL/F,-10.49831721,88.34329411,11.92398596,11.92398596,2.975534544,833.4494808,Corporate,0.116708082
CE 6 ½ 04/15/30,CELANESE US HLDS,-10.52002229,101.4767199,6.123809446,6.03379468,2.968824202,219.0604803,Corporate,0.180270657
CE 6 ¾ 04/15/33,CELANESE US HLDS,-15.98275897,101.1357722,6.555744544,6.45746213,4.263556622,221.9557641,Corporate,0.4118565
CE 6.629 07/15/32,CELANESE US HLDS,-14.6900039,103.3187077,6.273300146,6.2568392,5.316402765,244.8918017,Corporate,0.360221755
CE 6.665 07/15/27,CELANESE US HLDS,-20.21611943,102.9000897,4.99694051,4.9261938,1.650194364,133.0213313,Corporate,0.038511897
CE 6.83 07/15/29,CELANESE US HLDS,-11.23889483,103.7338501,5.73174767,5.6908074,3.240365528,211.2627017,Corporate,0.135289121
CE 6.85 11/15/28,CELANESE US HLDS,-14.87753586,104.249674,5.374932699,5.3412829,2.737692766,179.7718895,Corporate,0.096764065
CE 7.05 11/15/30,CELANESE US HLDS,-14.23072423,104.1272559,6.105889187,6.0817836,4.170282116,242.5393137,Corporate,0.220439056
CE 7.2 11/15/33,CELANESE US HLDS,-14.04492867,104.6925635,6.450678277,6.4345271,6.009906344,251.6719806,Corporate,0.463159892
CENT 4 ⅛ 04/30/31,CENTRAL GARDEN,-5.664159895,93.91479676,5.389648523,5.389648523,4.404497411,161.423303,Corporate,0.279635016
CENT 4 ⅛ 10/15/30,CENTRAL GARDEN,-7.3085374,95.33945192,5.176023969,5.176023969,3.893816276,142.006364,Corporate,0.234413776
CHBANI 4 ⅝ 11/15/28,CHOBANI LLC/FIN,-5.107641426,99.08872778,4.935868267,4.935868267,1.520219687,92.7538075,Corporate,0.101192671
CHBANI 7 ⅝ 07/01/29,CHOBANI LLC/FIN,-6.182477409,104.3104659,6.329329164,5.57757057,0.690640401,106.4060563,Corporate,0.129694021
CHBANI 8 ¾ 10/01/29,CHOBANI HOLDCO,-6.966503406,108.1745029,7.79228545,7.31526667,3.516100347,422.8805351,Corporate,0.147328441
CHDN 4 ¾ 01/15/28,CHURCHILL DOWNS,-10.40455122,98.92000253,5.242017852,5.242017852,1.444919223,140.1235616,Corporate,0.059368803
CHDN 5 ½ 04/01/27,CHURCHILL DOWNS,-8.005704843,99.93710509,5.540047,5.540047,0.788462576,127.7837876,Corporate,0.028512826
CHDN 5 ¾ 04/01/30,CHURCHILL DOWNS,-17.41095379,100.2480485,5.686410039,5.57881992,1.997688682,132.4914552,Corporate,0.182728855
CHDN 6 ¾ 05/01/31,CHURCHILL DOWNS,-8.912109339,102.618129,6.190877589,5.6649977,2.093906165,146.4698858,Corporate,0.255658673
CHTR 4 ¼ 01/15/34,CCO HOLDINGS LLC,-28.43540234,86.51772995,6.355136298,6.355136298,6.435957493,236.0365196,Corporate,0.542883633
CHTR 4 ¼ 02/01/31,CCO HOLDINGS LLC,-43.5308573,92.46462944,5.900893783,5.900893783,4.337898051,216.1016859,Corporate,0.258657055
CHTR 4 ½ 05/01/32,CCO HOLDINGS LLC,-41.12246068,91.63453603,6.046782605,6.046782605,4.998115418,217.025777,Corporate,0.363282461
CHTR 4 ½ 06/01/33,CCO HOLDINGS LLC,-25.32636547,89.11763003,6.299390044,6.299390044,5.827313191,234.0094798,Corporate,0.469418224
CHTR 4 ½ 08/15/30,CCO HOLDINGS LLC,-39.93389003,94.65107714,5.760754079,5.760754079,3.826117418,201.9401941,Corporate,0.220326947
CHTR 4 ¾ 02/01/32,CCO HOLDINGS LLC,-16.8969773,92.96690615,6.093842427,6.093842427,4.881378412,223.7341512,Corporate,0.341096769
CHTR 4 ¾ 03/01/30,CCO HOLDINGS LLC,-43.2617142,96.11394161,5.746776893,5.746776893,3.313909291,198.6618947,Corporate,0.185240747
CHTR 5 02/01/28,CCO HOLDINGS LLC,-36.54963263,99.3158098,5.305883104,5.305883104,1.164107383,128.6995518,Corporate,0.061336662
CHTR 5 ⅛ 05/01/27,CCO HOLDINGS LLC,-45.39402209,99.58015387,5.391187877,5.391187877,0.865538084,142.9922502,Corporate,0.031495627
CHTR 5 ⅜ 06/01/29,CCO HOLDINGS LLC,-21.38298499,99.47918807,5.528895223,5.528895223,2.100316238,151.3486304,Corporate,0.131082791
CHTR 6 ⅜ 09/01/29,CCO HOLDINGS LLC,-21.59395845,101.6492323,5.90282894,5.48144554,1.815568712,150.644648,Corporate,0.145390827
CHTR 7 ⅜ 03/01/31,CCO HOLDINGS LLC,-15.97147232,103.3689674,6.630566458,5.89112556,1.668572058,159.4303556,Corporate,0.242938905
CITPET 8 ⅜ 01/15/29,CITGO PETROLEUM,-11.91001616,104.3671224,6.886813508,6.07626397,0.411658587,164.3918522,Government-Related,0.102268861
CIVI 5 10/15/26,BONANZA CREEK EN,-5.535665771,99.64125364,5.336051905,5.336051905,0.721989126,143.4174022,Corporate,0.015943758
CIVI 8 ¾ 07/01/31,CIVITAS RESOURCE,-19.78809509,100.7025371,8.589025967,8.45502708,2.822474024,411.7246446,Corporate,0.246827629
CIVI 8 ⅜ 07/01/28,CIVITAS RESOURCE,-20.32724948,103.258861,7.068423594,6.42802231,1.178506803,237.411835,Corporate,0.075480799
CIVI 8 ⅝ 11/01/30,CIVITAS RESOURCE,-14.94872855,102.1234074,8.107562749,7.84315512,2.674170115,376.7689368,Corporate,0.202086456
CIVI 9 ⅝ 06/15/33,CIVITAS RESOURCE,-10.70147683,103.8018612,8.929601183,8.62646815,3.909704904,437.6813116,Corporate,0.373603021
CLF 5 ⅞ 06/01/27,CLEVELAND-CLIFFS,-4.937473532,100.0051309,5.702270841,5.702270841,0.609588379,144.3242322,Corporate,0.000333812
CLF 6 ¾ 04/15/30,CLEVELAND-CLIFFS,-11.28577782,100.8902025,6.520601292,6.36917756,2.524425199,234.9395693,Corporate,0.179081125
CLF 6 ⅞ 11/01/29,CLEVELAND-CLIFFS,-13.15328363,101.404348,6.479844276,6.37080085,2.627604945,252.5131103,Corporate,0.149998904
CLF 7 03/15/32,CLEVELAND-CLIFFS,-20.57208288,99.96515524,7.006436972,7.006436972,3.54638191,272.3887359,Corporate,0.31486545
CLF 7 ½ 09/15/31,CLEVELAND-CLIFFS,-12.3597456,102.1197126,7.060793112,6.94426626,3.659382592,296.3581904,Corporate,0.269651745
CLF 7 ⅜ 05/01/33,CLEVELAND-CLIFFS,-13.08382735,100.3933742,7.304584188,7.27017881,4.346956539,299.1640224,Corporate,0.403741861
CLF 7 ⅝ 01/15/34,CLEVELAND-CLIFFS,-4.206446152,100.6492403,7.521070101,7.47856235,4.901474675,319.0117798,Corporate,0.469355542
CLH 4 ⅞ 07/15/27,CLEAN HARBORS IN,-8.056928852,99.61161755,5.094236319,5.094236319,0.882083216,109.4418325,Corporate,0.039124284
CLH 6 ⅜ 02/01/31,CLEAN HARBORS IN,-7.148787949,102.4976105,5.826838489,5.24703862,1.818959478,105.6971875,Corporate,0.244364689
CLVTSC 3 ⅞ 07/01/28,CLAR SCI HLD CRP,-12.165268,97.1138916,4.986843888,4.986843888,2.228734944,135.906142,Corporate,0.082555066
CLVTSC 4 ⅞ 07/01/29,CLAR SCI HLD CRP,-12.9483876,95.17976789,6.316071317,6.316071317,2.947497849,264.9189925,Corporate,0.136838183
CNK 5 ¼ 07/15/28,CINEMARK USA,-10.8403894,99.49828707,5.439726463,5.439726463,1.489338765,137.9082347,Corporate,0.082551027
CNK 7 08/01/32,CINEMARK USA,-6.908295568,104.0557676,6.264660809,5.81791137,3.280044885,163.4505197,Corporate,0.359601109
CNR 8 ¾ 08/01/28,CAMELOT RETURN,-9.924434666,97.50046402,9.756481838,9.756481838,1.823521561,580.3721756,Corporate,0.076679567
CNR 9 ½ 08/15/29,CORNERSTONE BU,-7.144446931,97.74772839,10.20548811,10.20548811,2.824672349,641.2417125,Corporate,0.126738717
CNX 6 01/15/29,CNX RESOURCES CO,-6.765910188,100.0625015,5.97599643,5.94375135,1.742551907,180.9128749,Corporate,0.107555527
CNX 7 ¼ 03/01/32,CNX RESOURCES CO,-8.968542569,103.8082585,6.519089775,6.01833998,2.848933687,181.8304273,Corporate,0.322541223
CNX 7 ⅜ 01/15/31,CNX RESOURCES CO,-7.087145498,103.7127496,6.538238573,5.65860495,1.233126739,125.4222134,Corporate,0.231586779
CODI 5 ¼ 04/15/29,COMPASS GRP LLC,-13.45194565,92.03957457,7.829359332,7.829359332,3.001891036,425.2090379,Corporate,0.11927357
COIN 3 ⅜ 10/01/28,COINBASE GLOBAL,-13.56828492,94.77480722,5.245673947,5.245673947,2.673448694,169.0965247,Corporate,0.095890804
COIN 3 ⅝ 10/01/31,COINBASE GLOBAL,-10.93502359,89.98994757,5.595403156,5.595403156,4.962002672,182.7479304,Corporate,0.320872876
COMM 4 ¾ 09/01/29,COMMSCOPE LLC,-12.57592828,99.29623773,4.946813063,4.946813063,1.973510116,83.67906084,Corporate,0.151866951
COMM 5 03/15/27,COMMSCOPE TECH,-9.369652604,99.12118011,5.612966332,5.612966332,1.065665622,180.8636748,Corporate,0.027222629
COMM 7 ⅛ 07/01/28,COMMSCOPE LLC,-8.249670038,100.2605491,7.015394025,3.82834237,0.078035416,-33.02276966,Corporate,0.07687309
COMM 8 ¼ 03/01/27,COMMSCOPE LLC,-11.59833109,101.0548007,7.478830668,-4.78375236,0.082524024,-898.6458901,Corporate,0.025658078
COMM 9 ½ 12/15/31,COMMSCOPE LLC,-14.13348543,103.3841584,8.780754735,7.93146201,1.660709637,323.2502804,Corporate,0.271014687
COOP 5 ½ 08/15/28,NATIONSTAR MTG,-8.55180487,99.90987929,5.532060593,5.532060593,1.03610552,93.39568209,Corporate,0.08685386
COOP 5 ¾ 11/15/31,NATIONSTAR MTG,-8.021332507,101.2019928,5.516099333,5.42239444,3.14126522,123.753909,Corporate,0.311398353
COOP 5 ⅛ 12/15/30,NATIONSTAR MTG,-7.006402568,101.1033681,4.883085663,4.7535431,2.403039975,62.37785315,Corporate,0.243935934
COOP 6 01/15/27,NATIONSTAR MTG,-7.415326436,100.0507737,5.952923482,5.31825497,0.07778928,121.5374148,Corporate,0.022442567
COOP 6 ½ 08/01/29,NATIONSTAR MTG,-9.808095392,102.5414227,5.7594517,5.53400193,2.19275438,166.98003,Corporate,0.139332865
COOP 7 ⅛ 02/01/32,NATIONSTAR MTG,-13.16804309,104.4345667,6.270431872,5.66669623,2.557767235,141.7489108,Corporate,0.31641992
CPN 3 ¾ 03/01/31,CALPINE CORP,-12.55509139,95.25922516,4.743139389,4.743139389,4.261638578,95.42262926,Corporate,0.275035213
CPN 4 ½ 02/15/28,CALPINE CORP,-18.05255621,99.41488894,4.756373478,4.756373478,1.241500387,78.01223874,Corporate,0.063930216
CPN 4 ⅝ 02/01/29,CALPINE CORP,-8.86088533,99.13850809,4.902262718,4.902262718,1.598647856,84.04956799,Corporate,0.114583773
CPN 5 02/01/31,CALPINE CORP,-12.00204574,99.51435443,5.103025581,5.103025581,3.173761161,105.0110227,Corporate,0.256138468
CPN 5 ⅛ 03/15/28,CALPINE CORP,-17.7816767,100.0646401,5.096903575,4.99431935,0.862668406,74.55187397,Corporate,0.065700044
CRGYFN 7 ⅜ 01/15/33,CRESCENT ENRGY,-14.85322616,95.74618871,8.15311006,8.15311006,4.464912566,399.6909527,Corporate,0.377611379
CRGYFN 7 ⅝ 04/01/32,CRESCENT ENRGY,-15.77612653,98.14935762,7.99149731,7.99149731,3.808775091,380.9193764,Corporate,0.306965624
CRGYFN 8 ⅜ 01/15/34,CRESCENT ENRGY,-8.809661321,99.50828076,8.454416472,8.454416472,4.591818023,407.0529517,Corporate,0.441729963
CRK 5 ⅞ 01/15/30,COMSTOCK RE INC,-14.25677033,93.87561091,7.550687919,7.550687919,3.370747695,386.4106783,Corporate,0.166289534
CRK 6 ¾ 03/01/29,COMSTOCK RE INC,-6.083502205,97.75052933,7.496315792,7.496315792,2.312452248,362.6396548,Corporate,0.112305588
CRK 6 ¾ 03/01/29,COMSTOCK RE INC,-18.12114429,98.0283477,7.402907176,7.402907176,2.241284484,350.119541,Corporate,0.112432402
CRL 3 ¾ 03/15/29,CHARLES RIVER LA,-6.658252949,95.03668447,5.316969428,5.316969428,2.918012804,172.1616572,Corporate,0.121635229
CRL 4 03/15/31,CHARLES RIVER LA,-7.32329686,92.81979288,5.528367994,5.528367994,4.417480974,178.9712869,Corporate,0.268126965
CRL 4 ¼ 05/01/28,CHARLES RIVER LA,-6.98469748,98.19382127,4.986044017,4.986044017,1.853804155,125.9793887,Corporate,0.073234397
CRWV 9 02/01/31,COREWEAVE INC,-24.40954253,97.22738314,9.666224831,9.666224831,3.749624545,582.6341553,Corporate,0.214882646
CRWV 9 ¼ 06/01/30,COREWEAVE INC,-29.22894038,98.23056484,9.717997172,9.717997172,3.23187779,588.5173699,Corporate,0.16995617
CSCHLD 11 ¼ 05/15/28,CSC HOLDINGS LLC,-14.04753328,96.99385607,12.58799042,12.58799042,1.891524894,878.4300819,Corporate,0.062033856
CSCHLD 11 ¾ 01/31/29,CSC HOLDINGS LLC,-29.98514566,86.50014659,17.15003174,17.15003174,2.551564056,1353.642958,Corporate,0.08711504
CSCHLD 3 ⅜ 02/15/31,CSC HOLDINGS LLC,-14.53112265,59.00914879,14.5502317,14.5502317,4.509436265,1084.984302,Corporate,0.239405896
CSCHLD 4 ½ 11/15/31,CSC HOLDINGS LLC,-21.70595671,60,14.51681563,14.51681563,4.753410486,1076.197174,Corporate,0.278403752
CSCHLD 4 ⅛ 12/01/30,CSC HOLDINGS LLC,-15.93848059,60.70791136,15.31594411,15.31594411,4.189457514,1164.191514,Corporate,0.212875764
CSCHLD 4 ⅝ 12/01/30,CSC HOLDINGS LLC,-32.72259143,39.45565819,26.80000053,26.80000053,3.680981801,2310.283031,Corporate,0.174052316
CSCHLD 5 11/15/31,CSC HOLDINGS LLC,-6.661725763,38.35722101,25.16130901,25.16130901,4.080133182,2138.99437,Corporate,0.22153483
CSCHLD 5 ½ 04/15/27,CSC HOLDINGS LLC,-19.01192112,95.36760344,8.661515353,8.661515353,1.44826106,504.1251604,Corporate,0.028834491
CSCHLD 5 ¾ 01/15/30,CSC HOLDINGS LLC,-32.01326913,41.73826106,31.02756571,31.02756571,3.059964524,2737.564368,Corporate,0.120467934
CSCHLD 5 ⅜ 02/01/28,CSC HOLDINGS LLC,-14.36963679,90.90932988,9.721019186,9.721019186,2.14893874,616.1905202,Corporate,0.058258999
CSCHLD 6 ½ 02/01/29,CSC HOLDINGS LLC,-25.58682653,74.87674753,16.44946196,16.44946196,2.789301662,1286.441697,Corporate,0.096578859
CSCHLD 7 ½ 04/01/28,CSC HOLDINGS LLC,-14.87493125,75.85832559,20.01485068,20.01485068,2.029315426,1645.729708,Corporate,0.054881796
CSTM 3 ¾ 04/15/29,CONSTELLIUM SE,-6.837102878,94.81878654,5.351338149,5.351338149,2.993160002,174.9057271,Corporate,0.127103567
CVA 4 ⅞ 12/01/29,REWORLD HOLDING,-10.91765952,96.82327325,5.729937041,5.729937041,2.889342447,192.3448333,Corporate,0.1648804
CVA 5 09/01/30,REWORLD HOLDING,-6.112152922,97.82470397,5.505435893,5.505435893,3.397216138,162.9121762,Corporate,0.222344013
CVI 5 ¾ 02/15/28,CVR ENERGY INC,-6.148617471,97.6540119,6.811009583,6.811009583,1.774292438,308.0815076,Corporate,0.061599202
CVI 8 ½ 01/15/29,CVR ENERGY INC,-9.023239392,101.8714597,7.853029613,7.61420248,1.992461304,372.5539235,Corporate,0.101454188
CVNA 9 06/01/30,CARVANA CO,-22.25927411,104.6709617,7.800256439,2.05281491,3.801736004,419.2893168,Corporate,0.181639175
CVNA 9 06/01/31,CARVANA CO,-25.15464175,113.6827243,6.130757054,5.3313633,4.522255395,244.9306769,Corporate,0.255958327
CVNA 9 12/01/28,CARVANA CO,-8.476163504,102.3976154,8.141934826,3.00456865,2.743336652,460.3027194,Corporate,0.09556293
CVS 6 ¾ 12/10/54,CVS HEALTH CORP,-10.87338114,102.0698217,6.588475216,6.44249209,6.750402846,243.8619382,Corporate,0.574648722
CVS 7 03/10/55,CVS HEALTH CORP,-31.95944051,104.386118,6.658493808,5.82278364,3.738852716,221.1315154,Corporate,0.178092586
CWENA 3 ¾ 02/15/31,CLEARWAY ENERGY,-13.30782386,92.42528218,5.376241988,5.376241988,4.501432682,164.7116449,Corporate,0.268156683
